"runner_id","name","profile_url","nationality","toyko_time","chicago_time","berlin_time","newyorkcity_time","boston_time","london_time","toyko_year","chicago_year","berlin_year","newyorkcity_year","boston_year","london_year"
621168,"Hugo Aalders","/members/profile/aalders-4/view/","NED",NA,NA,NA,"3:59:21",NA,NA,NA,NA,NA,"2019",NA,NA
45836,"Bart Aalderink","/members/profile/aalderink/view/","NED",NA,NA,"4:05:41",NA,NA,NA,NA,NA,"2018",NA,NA,NA
613334,"Daniël Aalderink","/members/profile/aalderink-1/view/","NED",NA,NA,NA,"4:09:06",NA,NA,NA,NA,NA,"2019",NA,NA
92080,"Aart Aaldijk","/members/profile/aaldijk/view/","NED","3:54:41","3:55:48","4:06:34","4:23:21","4:01:42","4:05:17","2017","2018","2016","2015","2019","2018"
113302,"Christopher Aalholm","/members/profile/aalholm/view/","NOR",NA,"3:09:28","3:09:11","3:20:59","3:11:45",NA,NA,"2018","2014","2019","2013",NA
24209,"Terje Aalrust","/members/profile/aalrust/view/","NOR",NA,NA,"3:11:24",NA,NA,NA,NA,NA,"2018",NA,NA,NA
500961,"Emilia Aaltonen","/members/profile/aaltonen-6/view/","FIN",NA,NA,"3:56:24",NA,NA,NA,NA,NA,"2019",NA,NA,NA
484160,"Oystein Aam","/members/profile/aam/view/","NOR",NA,NA,"4:56:54",NA,NA,NA,NA,NA,"2019",NA,NA,NA
617185,"Ole-Magnus Aamdal","/members/profile/aamdal-1/view/","NOR",NA,NA,NA,"4:17:25",NA,NA,NA,NA,NA,"2019",NA,NA
615900,"Tarliena AamirBalinton","/members/profile/aamirbalinton/view/","USA",NA,NA,NA,"6:50:16",NA,NA,NA,NA,NA,"2019",NA,NA
17065,"Finn Kristian Aamodt","/members/profile/aamodt/view/","NOR",NA,NA,"4:45:06",NA,NA,NA,NA,NA,"2018",NA,NA,NA
554372,"Pauline Aamodt","/members/profile/aamodt-2/view/","USA",NA,"3:16:31",NA,NA,NA,NA,NA,"2019",NA,NA,NA,NA
35686,"Marianne Mithassel Aamodt","/members/profile/aamodt-1/view/","NOR",NA,NA,"4:17:07",NA,NA,NA,NA,NA,"2018",NA,NA,NA
490623,"Michael Aamold","/members/profile/aamold/view/","USA",NA,NA,"4:40:55",NA,NA,NA,NA,NA,"2019",NA,NA,NA
507578,"Terje Andreas Aamot","/members/profile/aamot/view/","NOR",NA,NA,"4:59:51",NA,NA,NA,NA,NA,"2019",NA,NA,NA
639129,"Martin aan den Boom","/members/profile/aan-den-boom/view/","NED",NA,NA,NA,"4:16:08",NA,NA,NA,NA,NA,"2019",NA,NA
132564,"Helle Aanesen","/members/profile/aanesen/view/","NOR",NA,NA,NA,"3:24:10",NA,NA,NA,NA,NA,"2018",NA,NA
12002,"Erlend Aano","/members/profile/aano/view/","NOR",NA,NA,"2:39:08",NA,NA,NA,NA,NA,"2018",NA,NA,NA
379206,"Mohamed Reda El Aaraby","/members/profile/el-aaraby/view/","MAR",NA,"2:09:16",NA,NA,"2:13:46",NA,NA,"2018",NA,NA,"2019",NA
53565,"Gideon Michiel Van Aarde","/members/profile/van-aarde-1/view/","RSA","3:42:10","3:48:18","4:51:08","4:16:35","4:19:09","3:48:47","2019","2018","2006","2014","2016","2012"
110438,"Sara Aardema","/members/profile/aardema-1/view/","USA",NA,"4:57:21",NA,NA,NA,NA,NA,"2018",NA,NA,NA,NA
610370,"Curtis Aardema","/members/profile/aardema-2/view/","USA",NA,NA,NA,"3:13:57",NA,NA,NA,NA,NA,"2019",NA,NA
85379,"Jannie Lindeboom-Aardema","/members/profile/aardema/view/","NED","4:36:34","4:36:17","4:39:38","4:44:35","4:39:52","4:47:57","2013","2008","2006","2005","2011","2014"
192802,"Danny Aarden","/members/profile/aarden/view/","NED",NA,NA,NA,"4:25:40",NA,NA,NA,NA,NA,"2018",NA,NA
401111,"Sverre Mcseveny Aaril","/members/profile/mcseveny-aaril/view/","NOR",NA,NA,NA,NA,NA,"2:59:15",NA,NA,NA,NA,NA,"2019"
220789,"Nikolas Jon Aarland","/members/profile/aarland/view/","NOR",NA,NA,"2:27:04",NA,NA,NA,NA,NA,"2019",NA,NA,NA
638478,"Marni Aarlev","/members/profile/aarlev/view/","USA",NA,NA,NA,"5:22:05",NA,NA,NA,NA,NA,"2019",NA,NA
499273,"Klas Aarlid","/members/profile/aarlid/view/","NOR",NA,NA,"3:38:44",NA,NA,NA,NA,NA,"2019",NA,NA,NA
28730,"Hans Chr. Aarnes","/members/profile/aarnes/view/","NOR",NA,NA,"2:36:32","2:44:58","2:38:27",NA,NA,NA,"2018","2019","2019",NA
